locus_tag	ftype	length_bp	gene	EC_number	COG	product
EBIIEENH_00861	misc_RNA	43				s2m
EBIIEENH_00862	gene	13218	1a_68			
EBIIEENH_00862	CDS	13218	1a_68			Replicase polyprotein 1a
EBIIEENH_00863	gene	82				
EBIIEENH_00863	misc_RNA	82				Corona_FSE
EBIIEENH_00864	gene	7788	rep_70			
EBIIEENH_00864	CDS	7788	rep_70			Replicase polyprotein 1ab
EBIIEENH_00865	gene	3822	S_68			
EBIIEENH_00865	CDS	3822	S_68			Spike glycoprotein
EBIIEENH_00866	gene	828	3a_68			
EBIIEENH_00866	CDS	828	3a_68			Protein 3a
EBIIEENH_00867	gene	669	M_68			
EBIIEENH_00867	CDS	669	M_68			Membrane protein
EBIIEENH_00868	gene	186				
EBIIEENH_00868	CDS	186				hypothetical protein
EBIIEENH_00869	gene	366	7a_68			
EBIIEENH_00869	CDS	366	7a_68			Protein 7a
EBIIEENH_00870	gene	132				
EBIIEENH_00870	CDS	132				hypothetical protein
EBIIEENH_00871	gene	366				
EBIIEENH_00871	CDS	366				hypothetical protein
EBIIEENH_00872	gene	1260	N_67			
EBIIEENH_00872	CDS	1260	N_67			Nucleoprotein
EBIIEENH_00873	gene	156				
EBIIEENH_00873	CDS	156				hypothetical protein
EBIIEENH_00874	gene	43				
EBIIEENH_00874	misc_RNA	43				s2m
EBIIEENH_00875	gene	13218	1a_69			
EBIIEENH_00875	CDS	13218	1a_69			Replicase polyprotein 1a
EBIIEENH_00876	gene	82				
EBIIEENH_00876	misc_RNA	82				Corona_FSE
EBIIEENH_00877	gene	7788	rep_71			
EBIIEENH_00877	CDS	7788	rep_71			Replicase polyprotein 1ab
EBIIEENH_00878	gene	3822	S_69			
EBIIEENH_00878	CDS	3822	S_69			Spike glycoprotein
EBIIEENH_00879	gene	828	3a_69			
EBIIEENH_00879	CDS	828	3a_69			Protein 3a
EBIIEENH_00880	gene	669	M_69			
EBIIEENH_00880	CDS	669	M_69			Membrane protein
EBIIEENH_00881	gene	186				
EBIIEENH_00881	CDS	186				hypothetical protein
EBIIEENH_00882	gene	366	7a_69			
EBIIEENH_00882	CDS	366	7a_69			Protein 7a
EBIIEENH_00883	gene	132				
EBIIEENH_00883	CDS	132				hypothetical protein
EBIIEENH_00884	gene	366				
EBIIEENH_00884	CDS	366				hypothetical protein
EBIIEENH_00885	gene	1260	N_68			
EBIIEENH_00885	CDS	1260	N_68			Nucleoprotein
EBIIEENH_00886	gene	156				
EBIIEENH_00886	CDS	156				hypothetical protein
EBIIEENH_00887	gene	43				
EBIIEENH_00887	misc_RNA	43				s2m
EBIIEENH_00888	gene	13218	1a_70			
EBIIEENH_00888	CDS	13218	1a_70			Replicase polyprotein 1a
EBIIEENH_00889	gene	82				
EBIIEENH_00889	misc_RNA	82				Corona_FSE
EBIIEENH_00890	gene	7788	rep_72			
EBIIEENH_00890	CDS	7788	rep_72			Replicase polyprotein 1ab
EBIIEENH_00891	gene	3822	S_70			
EBIIEENH_00891	CDS	3822	S_70			Spike glycoprotein
EBIIEENH_00892	gene	828	3a_70			
EBIIEENH_00892	CDS	828	3a_70			Protein 3a
EBIIEENH_00893	gene	669	M_70			
EBIIEENH_00893	CDS	669	M_70			Membrane protein
EBIIEENH_00894	gene	186				
EBIIEENH_00894	CDS	186				hypothetical protein
EBIIEENH_00895	gene	366	7a_70			
EBIIEENH_00895	CDS	366	7a_70			Protein 7a
EBIIEENH_00896	gene	132				
EBIIEENH_00896	CDS	132				hypothetical protein
EBIIEENH_00897	gene	366				
EBIIEENH_00897	CDS	366				hypothetical protein
EBIIEENH_00898	gene	1260	N_69			
EBIIEENH_00898	CDS	1260	N_69			Nucleoprotein
EBIIEENH_00899	gene	156				
EBIIEENH_00899	CDS	156				hypothetical protein
EBIIEENH_00900	gene	43				
EBIIEENH_00900	misc_RNA	43				s2m
EBIIEENH_00901	gene	13218	1a_71			
EBIIEENH_00901	CDS	13218	1a_71			Replicase polyprotein 1a
EBIIEENH_00902	gene	82				
EBIIEENH_00902	misc_RNA	82				Corona_FSE
EBIIEENH_00903	gene	7788	rep_73			
EBIIEENH_00903	CDS	7788	rep_73			Replicase polyprotein 1ab
EBIIEENH_00904	gene	3822	S_71			
EBIIEENH_00904	CDS	3822	S_71			Spike glycoprotein
EBIIEENH_00905	gene	828	3a_71			
EBIIEENH_00905	CDS	828	3a_71			Protein 3a
EBIIEENH_00906	gene	669	M_71			
EBIIEENH_00906	CDS	669	M_71			Membrane protein
EBIIEENH_00907	gene	186				
EBIIEENH_00907	CDS	186				hypothetical protein
EBIIEENH_00908	gene	366	7a_71			
EBIIEENH_00908	CDS	366	7a_71			Protein 7a
EBIIEENH_00909	gene	132				
EBIIEENH_00909	CDS	132				hypothetical protein
EBIIEENH_00910	gene	366				
EBIIEENH_00910	CDS	366				hypothetical protein
EBIIEENH_00911	gene	1260	N_70			
EBIIEENH_00911	CDS	1260	N_70			Nucleoprotein
EBIIEENH_00912	gene	156				
EBIIEENH_00912	CDS	156				hypothetical protein
EBIIEENH_00913	gene	43				
EBIIEENH_00913	misc_RNA	43				s2m
EBIIEENH_00914	gene	13218	1a_72			
EBIIEENH_00914	CDS	13218	1a_72			Replicase polyprotein 1a
EBIIEENH_00915	gene	82				
EBIIEENH_00915	misc_RNA	82				Corona_FSE
EBIIEENH_00916	gene	7788	rep_74			
EBIIEENH_00916	CDS	7788	rep_74			Replicase polyprotein 1ab
EBIIEENH_00917	gene	3822	S_72			
EBIIEENH_00917	CDS	3822	S_72			Spike glycoprotein
EBIIEENH_00918	gene	828	3a_72			
EBIIEENH_00918	CDS	828	3a_72			Protein 3a
EBIIEENH_00919	gene	669	M_72			
EBIIEENH_00919	CDS	669	M_72			Membrane protein
EBIIEENH_00920	gene	186				
EBIIEENH_00920	CDS	186				hypothetical protein
EBIIEENH_00921	gene	366	7a_72			
EBIIEENH_00921	CDS	366	7a_72			Protein 7a
EBIIEENH_00922	gene	132				
EBIIEENH_00922	CDS	132				hypothetical protein
EBIIEENH_00923	gene	366				
EBIIEENH_00923	CDS	366				hypothetical protein
EBIIEENH_00924	gene	1260	N_71			
EBIIEENH_00924	CDS	1260	N_71			Nucleoprotein
EBIIEENH_00925	gene	156				
EBIIEENH_00925	CDS	156				hypothetical protein
EBIIEENH_00926	gene	43				
EBIIEENH_00926	misc_RNA	43				s2m
EBIIEENH_00927	gene	13218	1a_73			
EBIIEENH_00927	CDS	13218	1a_73			Replicase polyprotein 1a
EBIIEENH_00928	gene	82				
EBIIEENH_00928	misc_RNA	82				Corona_FSE
EBIIEENH_00929	gene	7788	rep_75			
EBIIEENH_00929	CDS	7788	rep_75			Replicase polyprotein 1ab
EBIIEENH_00930	gene	3822	S_73			
EBIIEENH_00930	CDS	3822	S_73			Spike glycoprotein
EBIIEENH_00931	gene	828	3a_73			
EBIIEENH_00931	CDS	828	3a_73			Protein 3a
EBIIEENH_00932	gene	669	M_73			
EBIIEENH_00932	CDS	669	M_73			Membrane protein
EBIIEENH_00933	gene	186				
EBIIEENH_00933	CDS	186				hypothetical protein
EBIIEENH_00934	gene	366	7a_73			
EBIIEENH_00934	CDS	366	7a_73			Protein 7a
EBIIEENH_00935	gene	132				
EBIIEENH_00935	CDS	132				hypothetical protein
EBIIEENH_00936	gene	366				
EBIIEENH_00936	CDS	366				hypothetical protein
EBIIEENH_00937	gene	1260	N_72			
EBIIEENH_00937	CDS	1260	N_72			Nucleoprotein
EBIIEENH_00938	gene	156				
EBIIEENH_00938	CDS	156				hypothetical protein
EBIIEENH_00939	gene	43				
EBIIEENH_00939	misc_RNA	43				s2m
EBIIEENH_00940	gene	13218	1a_74			
EBIIEENH_00940	CDS	13218	1a_74			Replicase polyprotein 1a
EBIIEENH_00941	gene	82				
EBIIEENH_00941	misc_RNA	82				Corona_FSE
EBIIEENH_00942	gene	7788	rep_76			
EBIIEENH_00942	CDS	7788	rep_76			Replicase polyprotein 1ab
EBIIEENH_00943	gene	3822	S_74			
EBIIEENH_00943	CDS	3822	S_74			Spike glycoprotein
EBIIEENH_00944	gene	828	3a_74			
EBIIEENH_00944	CDS	828	3a_74			Protein 3a
EBIIEENH_00945	gene	669	M_74			
EBIIEENH_00945	CDS	669	M_74			Membrane protein
EBIIEENH_00946	gene	186				
EBIIEENH_00946	CDS	186				hypothetical protein
EBIIEENH_00947	gene	366	7a_74			
EBIIEENH_00947	CDS	366	7a_74			Protein 7a
EBIIEENH_00948	gene	132				
EBIIEENH_00948	CDS	132				hypothetical protein
EBIIEENH_00949	gene	366				
EBIIEENH_00949	CDS	366				hypothetical protein
EBIIEENH_00950	gene	1260	N_73			
EBIIEENH_00950	CDS	1260	N_73			Nucleoprotein
EBIIEENH_00951	gene	156				
EBIIEENH_00951	CDS	156				hypothetical protein
EBIIEENH_00952	gene	43				
EBIIEENH_00952	misc_RNA	43				s2m
EBIIEENH_00953	gene	13218	1a_75			
EBIIEENH_00953	CDS	13218	1a_75			Replicase polyprotein 1a
EBIIEENH_00954	gene	82				
EBIIEENH_00954	misc_RNA	82				Corona_FSE
EBIIEENH_00955	gene	7788	rep_77			
EBIIEENH_00955	CDS	7788	rep_77			Replicase polyprotein 1ab
EBIIEENH_00956	gene	3822	S_75			
EBIIEENH_00956	CDS	3822	S_75			Spike glycoprotein
EBIIEENH_00957	gene	828	3a_75			
EBIIEENH_00957	CDS	828	3a_75			Protein 3a
EBIIEENH_00958	gene	669	M_75			
EBIIEENH_00958	CDS	669	M_75			Membrane protein
EBIIEENH_00959	gene	186				
EBIIEENH_00959	CDS	186				hypothetical protein
EBIIEENH_00960	gene	366	7a_75			
EBIIEENH_00960	CDS	366	7a_75			Protein 7a
EBIIEENH_00961	gene	132				
EBIIEENH_00961	CDS	132				hypothetical protein
EBIIEENH_00962	gene	366				
EBIIEENH_00962	CDS	366				hypothetical protein
EBIIEENH_00963	gene	1260	N_74			
EBIIEENH_00963	CDS	1260	N_74			Nucleoprotein
EBIIEENH_00964	gene	156				
EBIIEENH_00964	CDS	156				hypothetical protein
EBIIEENH_00965	gene	43				
EBIIEENH_00965	misc_RNA	43				s2m
EBIIEENH_00966	gene	13218	1a_76			
EBIIEENH_00966	CDS	13218	1a_76			Replicase polyprotein 1a
EBIIEENH_00967	gene	82				
EBIIEENH_00967	misc_RNA	82				Corona_FSE
EBIIEENH_00968	gene	7788	rep_78			
EBIIEENH_00968	CDS	7788	rep_78			Replicase polyprotein 1ab
EBIIEENH_00969	gene	3822	S_76			
EBIIEENH_00969	CDS	3822	S_76			Spike glycoprotein
EBIIEENH_00970	gene	828	3a_76			
EBIIEENH_00970	CDS	828	3a_76			Protein 3a
EBIIEENH_00971	gene	669	M_76			
EBIIEENH_00971	CDS	669	M_76			Membrane protein
EBIIEENH_00972	gene	186				
EBIIEENH_00972	CDS	186				hypothetical protein
EBIIEENH_00973	gene	366	7a_76			
EBIIEENH_00973	CDS	366	7a_76			Protein 7a
EBIIEENH_00974	gene	132				
EBIIEENH_00974	CDS	132				hypothetical protein
EBIIEENH_00975	gene	366				
EBIIEENH_00975	CDS	366				hypothetical protein
EBIIEENH_00976	gene	1260	N_75			
EBIIEENH_00976	CDS	1260	N_75			Nucleoprotein
EBIIEENH_00977	gene	156				
EBIIEENH_00977	CDS	156				hypothetical protein
EBIIEENH_00978	gene	43				
EBIIEENH_00978	misc_RNA	43				s2m
EBIIEENH_00979	gene	13218	1a_77			
EBIIEENH_00979	CDS	13218	1a_77			Replicase polyprotein 1a
EBIIEENH_00980	gene	82				
EBIIEENH_00980	misc_RNA	82				Corona_FSE
EBIIEENH_00981	gene	7788	rep_79			
EBIIEENH_00981	CDS	7788	rep_79			Replicase polyprotein 1ab
EBIIEENH_00982	gene	3822	S_77			
EBIIEENH_00982	CDS	3822	S_77			Spike glycoprotein
EBIIEENH_00983	gene	828	3a_77			
EBIIEENH_00983	CDS	828	3a_77			Protein 3a
EBIIEENH_00984	gene	669	M_77			
EBIIEENH_00984	CDS	669	M_77			Membrane protein
EBIIEENH_00985	gene	186				
EBIIEENH_00985	CDS	186				hypothetical protein
EBIIEENH_00986	gene	366	7a_77			
EBIIEENH_00986	CDS	366	7a_77			Protein 7a
EBIIEENH_00987	gene	132				
EBIIEENH_00987	CDS	132				hypothetical protein
EBIIEENH_00988	gene	366				
EBIIEENH_00988	CDS	366				hypothetical protein
EBIIEENH_00989	gene	1260	N_76			
EBIIEENH_00989	CDS	1260	N_76			Nucleoprotein
EBIIEENH_00990	gene	156				
EBIIEENH_00990	CDS	156				hypothetical protein
EBIIEENH_00991	gene	43				
EBIIEENH_00991	misc_RNA	43				s2m
EBIIEENH_00992	gene	13218	1a_78			
EBIIEENH_00992	CDS	13218	1a_78			Replicase polyprotein 1a
EBIIEENH_00993	gene	82				
EBIIEENH_00993	misc_RNA	82				Corona_FSE
EBIIEENH_00994	gene	7788	rep_80			
EBIIEENH_00994	CDS	7788	rep_80			Replicase polyprotein 1ab
EBIIEENH_00995	gene	3822	S_78			
EBIIEENH_00995	CDS	3822	S_78			Spike glycoprotein
EBIIEENH_00996	gene	828	3a_78			
EBIIEENH_00996	CDS	828	3a_78			Protein 3a
EBIIEENH_00997	gene	669	M_78			
EBIIEENH_00997	CDS	669	M_78			Membrane protein
EBIIEENH_00998	gene	186				
EBIIEENH_00998	CDS	186				hypothetical protein
EBIIEENH_00999	gene	366	7a_78			
EBIIEENH_00999	CDS	366	7a_78			Protein 7a
EBIIEENH_01000	gene	132				
EBIIEENH_01000	CDS	132				hypothetical protein
EBIIEENH_01001	gene	366				
EBIIEENH_01001	CDS	366				hypothetical protein
EBIIEENH_01002	gene	1260	N_77			
EBIIEENH_01002	CDS	1260	N_77			Nucleoprotein
EBIIEENH_01003	gene	156				
EBIIEENH_01003	CDS	156				hypothetical protein
EBIIEENH_01004	gene	43				
EBIIEENH_01004	misc_RNA	43				s2m
EBIIEENH_01005	gene	13218	1a_79			
EBIIEENH_01005	CDS	13218	1a_79			Replicase polyprotein 1a
EBIIEENH_01006	gene	82				
EBIIEENH_01006	misc_RNA	82				Corona_FSE
EBIIEENH_01007	gene	7788	rep_81			
EBIIEENH_01007	CDS	7788	rep_81			Replicase polyprotein 1ab
EBIIEENH_01008	gene	3822	S_79			
EBIIEENH_01008	CDS	3822	S_79			Spike glycoprotein
EBIIEENH_01009	gene	828	3a_79			
EBIIEENH_01009	CDS	828	3a_79			Protein 3a
EBIIEENH_01010	gene	669	M_79			
EBIIEENH_01010	CDS	669	M_79			Membrane protein
EBIIEENH_01011	gene	186				
EBIIEENH_01011	CDS	186				hypothetical protein
EBIIEENH_01012	gene	366	7a_79			
EBIIEENH_01012	CDS	366	7a_79			Protein 7a
EBIIEENH_01013	gene	132				
EBIIEENH_01013	CDS	132				hypothetical protein
EBIIEENH_01014	gene	366				
EBIIEENH_01014	CDS	366				hypothetical protein
EBIIEENH_01015	gene	1260	N_78			
EBIIEENH_01015	CDS	1260	N_78			Nucleoprotein
EBIIEENH_01016	gene	156				
EBIIEENH_01016	CDS	156				hypothetical protein
EBIIEENH_01017	gene	43				
EBIIEENH_01017	misc_RNA	43				s2m
EBIIEENH_01018	gene	13218	1a_80			
EBIIEENH_01018	CDS	13218	1a_80			Replicase polyprotein 1a
EBIIEENH_01019	gene	82				
EBIIEENH_01019	misc_RNA	82				Corona_FSE
EBIIEENH_01020	gene	7788	rep_82			
EBIIEENH_01020	CDS	7788	rep_82			Replicase polyprotein 1ab
EBIIEENH_01021	gene	3822	S_80			
EBIIEENH_01021	CDS	3822	S_80			Spike glycoprotein
EBIIEENH_01022	gene	828	3a_80			
EBIIEENH_01022	CDS	828	3a_80			Protein 3a
EBIIEENH_01023	gene	669	M_80			
EBIIEENH_01023	CDS	669	M_80			Membrane protein
EBIIEENH_01024	gene	186				
EBIIEENH_01024	CDS	186				hypothetical protein
EBIIEENH_01025	gene	366	7a_80			
EBIIEENH_01025	CDS	366	7a_80			Protein 7a
EBIIEENH_01026	gene	132				
EBIIEENH_01026	CDS	132				hypothetical protein
EBIIEENH_01027	gene	366				
EBIIEENH_01027	CDS	366				hypothetical protein
EBIIEENH_01028	gene	1260	N_79			
EBIIEENH_01028	CDS	1260	N_79			Nucleoprotein
EBIIEENH_01029	gene	156				
EBIIEENH_01029	CDS	156				hypothetical protein
EBIIEENH_01030	gene	43				
EBIIEENH_01030	misc_RNA	43				s2m
EBIIEENH_01031	gene	13218	1a_81			
EBIIEENH_01031	CDS	13218	1a_81			Replicase polyprotein 1a
EBIIEENH_01032	gene	82				
EBIIEENH_01032	misc_RNA	82				Corona_FSE
EBIIEENH_01033	gene	7788	rep_83			
EBIIEENH_01033	CDS	7788	rep_83			Replicase polyprotein 1ab
EBIIEENH_01034	gene	3822	S_81			
EBIIEENH_01034	CDS	3822	S_81			Spike glycoprotein
EBIIEENH_01035	gene	828	3a_81			
EBIIEENH_01035	CDS	828	3a_81			Protein 3a
EBIIEENH_01036	gene	669	M_81			
EBIIEENH_01036	CDS	669	M_81			Membrane protein
EBIIEENH_01037	gene	186				
EBIIEENH_01037	CDS	186				hypothetical protein
EBIIEENH_01038	gene	366	7a_81			
EBIIEENH_01038	CDS	366	7a_81			Protein 7a
EBIIEENH_01039	gene	132				
EBIIEENH_01039	CDS	132				hypothetical protein
EBIIEENH_01040	gene	366				
EBIIEENH_01040	CDS	366				hypothetical protein
EBIIEENH_01041	gene	1260	N_80			
EBIIEENH_01041	CDS	1260	N_80			Nucleoprotein
EBIIEENH_01042	gene	156				
EBIIEENH_01042	CDS	156				hypothetical protein
EBIIEENH_01043	gene	43				
EBIIEENH_01043	misc_RNA	43				s2m
EBIIEENH_01044	gene	1635	1a_82			
EBIIEENH_01044	CDS	1635	1a_82			Replicase polyprotein 1a
EBIIEENH_01045	gene	82				
EBIIEENH_01045	misc_RNA	82				Corona_FSE
EBIIEENH_01046	gene	3915	rep_84			
EBIIEENH_01046	CDS	3915	rep_84			Replicase polyprotein 1ab
EBIIEENH_01047	gene	3822	S_82			
EBIIEENH_01047	CDS	3822	S_82			Spike glycoprotein
EBIIEENH_01048	gene	828	3a_82			
EBIIEENH_01048	CDS	828	3a_82			Protein 3a
EBIIEENH_01049	gene	669	M_82			
EBIIEENH_01049	CDS	669	M_82			Membrane protein
EBIIEENH_01050	gene	186				
EBIIEENH_01050	CDS	186				hypothetical protein
EBIIEENH_01051	gene	366	7a_82			
EBIIEENH_01051	CDS	366	7a_82			Protein 7a
EBIIEENH_01052	gene	132				
EBIIEENH_01052	CDS	132				hypothetical protein
EBIIEENH_01053	gene	366				
EBIIEENH_01053	CDS	366				hypothetical protein
EBIIEENH_01054	gene	1260	N_81			
EBIIEENH_01054	CDS	1260	N_81			Nucleoprotein
EBIIEENH_01055	gene	156				
EBIIEENH_01055	CDS	156				hypothetical protein
EBIIEENH_01056	gene	43				
EBIIEENH_01056	misc_RNA	43				s2m
EBIIEENH_01057	gene	13218	1a_83			
EBIIEENH_01057	CDS	13218	1a_83			Replicase polyprotein 1a
EBIIEENH_01058	gene	82				
EBIIEENH_01058	misc_RNA	82				Corona_FSE
EBIIEENH_01059	gene	7788	rep_85			
EBIIEENH_01059	CDS	7788	rep_85			Replicase polyprotein 1ab
EBIIEENH_01060	gene	3822	S_83			
EBIIEENH_01060	CDS	3822	S_83			Spike glycoprotein
EBIIEENH_01061	gene	828	3a_83			
EBIIEENH_01061	CDS	828	3a_83			Protein 3a
EBIIEENH_01062	gene	669	M_83			
EBIIEENH_01062	CDS	669	M_83			Membrane protein
EBIIEENH_01063	gene	186				
EBIIEENH_01063	CDS	186				hypothetical protein
EBIIEENH_01064	gene	366	7a_83			
EBIIEENH_01064	CDS	366	7a_83			Protein 7a
EBIIEENH_01065	gene	132				
EBIIEENH_01065	CDS	132				hypothetical protein
EBIIEENH_01066	gene	366				
EBIIEENH_01066	CDS	366				hypothetical protein
EBIIEENH_01067	gene	1260	N_82			
EBIIEENH_01067	CDS	1260	N_82			Nucleoprotein
EBIIEENH_01068	gene	156				
EBIIEENH_01068	CDS	156				hypothetical protein
EBIIEENH_01069	gene	43				
EBIIEENH_01069	misc_RNA	43				s2m
EBIIEENH_01070	gene	13218	1a_84			
EBIIEENH_01070	CDS	13218	1a_84			Replicase polyprotein 1a
EBIIEENH_01071	gene	82				
EBIIEENH_01071	misc_RNA	82				Corona_FSE
EBIIEENH_01072	gene	7788	rep_86			
EBIIEENH_01072	CDS	7788	rep_86			Replicase polyprotein 1ab
EBIIEENH_01073	gene	3822	S_84			
EBIIEENH_01073	CDS	3822	S_84			Spike glycoprotein
EBIIEENH_01074	gene	828	3a_84			
EBIIEENH_01074	CDS	828	3a_84			Protein 3a
EBIIEENH_01075	gene	669	M_84			
EBIIEENH_01075	CDS	669	M_84			Membrane protein
EBIIEENH_01076	gene	186				
EBIIEENH_01076	CDS	186				hypothetical protein
EBIIEENH_01077	gene	366	7a_84			
EBIIEENH_01077	CDS	366	7a_84			Protein 7a
EBIIEENH_01078	gene	132				
EBIIEENH_01078	CDS	132				hypothetical protein
EBIIEENH_01079	gene	366				
EBIIEENH_01079	CDS	366				hypothetical protein
EBIIEENH_01080	gene	1260	N_83			
EBIIEENH_01080	CDS	1260	N_83			Nucleoprotein
EBIIEENH_01081	gene	156				
EBIIEENH_01081	CDS	156				hypothetical protein
EBIIEENH_01082	gene	43				
EBIIEENH_01082	misc_RNA	43				s2m
EBIIEENH_01083	gene	13218	1a_85			
EBIIEENH_01083	CDS	13218	1a_85			Replicase polyprotein 1a
EBIIEENH_01084	gene	82				
EBIIEENH_01084	misc_RNA	82				Corona_FSE
EBIIEENH_01085	gene	7788	rep_87			
EBIIEENH_01085	CDS	7788	rep_87			Replicase polyprotein 1ab
EBIIEENH_01086	gene	3822	S_85			
EBIIEENH_01086	CDS	3822	S_85			Spike glycoprotein
EBIIEENH_01087	gene	828	3a_85			
EBIIEENH_01087	CDS	828	3a_85			Protein 3a
EBIIEENH_01088	gene	669	M_85			
EBIIEENH_01088	CDS	669	M_85			Membrane protein
EBIIEENH_01089	gene	186				
EBIIEENH_01089	CDS	186				hypothetical protein
EBIIEENH_01090	gene	366	7a_85			
EBIIEENH_01090	CDS	366	7a_85			Protein 7a
EBIIEENH_01091	gene	132				
EBIIEENH_01091	CDS	132				hypothetical protein
EBIIEENH_01092	gene	366				
EBIIEENH_01092	CDS	366				hypothetical protein
EBIIEENH_01093	gene	1260	N_84			
EBIIEENH_01093	CDS	1260	N_84			Nucleoprotein
EBIIEENH_01094	gene	156				
EBIIEENH_01094	CDS	156				hypothetical protein
EBIIEENH_01095	gene	43				
EBIIEENH_01095	misc_RNA	43				s2m
EBIIEENH_01096	gene	13218	1a_86			
EBIIEENH_01096	CDS	13218	1a_86			Replicase polyprotein 1a
EBIIEENH_01097	gene	82				
EBIIEENH_01097	misc_RNA	82				Corona_FSE
EBIIEENH_01098	gene	7788	rep_88			
EBIIEENH_01098	CDS	7788	rep_88			Replicase polyprotein 1ab
EBIIEENH_01099	gene	3822	S_86			
EBIIEENH_01099	CDS	3822	S_86			Spike glycoprotein
EBIIEENH_01100	gene	828	3a_86			
EBIIEENH_01100	CDS	828	3a_86			Protein 3a
EBIIEENH_01101	gene	669	M_86			
EBIIEENH_01101	CDS	669	M_86			Membrane protein
EBIIEENH_01102	gene	186				
EBIIEENH_01102	CDS	186				hypothetical protein
EBIIEENH_01103	gene	366	7a_86			
EBIIEENH_01103	CDS	366	7a_86			Protein 7a
EBIIEENH_01104	gene	132				
EBIIEENH_01104	CDS	132				hypothetical protein
EBIIEENH_01105	gene	366				
EBIIEENH_01105	CDS	366				hypothetical protein
EBIIEENH_01106	gene	1260	N_85			
EBIIEENH_01106	CDS	1260	N_85			Nucleoprotein
EBIIEENH_01107	gene	156				
EBIIEENH_01107	CDS	156				hypothetical protein
EBIIEENH_01108	gene	43				
EBIIEENH_01108	misc_RNA	43				s2m
EBIIEENH_01109	gene	13218	1a_87			
EBIIEENH_01109	CDS	13218	1a_87			Replicase polyprotein 1a
EBIIEENH_01110	gene	82				
EBIIEENH_01110	misc_RNA	82				Corona_FSE
EBIIEENH_01111	gene	7788	rep_89			
EBIIEENH_01111	CDS	7788	rep_89			Replicase polyprotein 1ab
EBIIEENH_01112	gene	3822	S_87			
EBIIEENH_01112	CDS	3822	S_87			Spike glycoprotein
EBIIEENH_01113	gene	828	3a_87			
EBIIEENH_01113	CDS	828	3a_87			Protein 3a
EBIIEENH_01114	gene	669	M_87			
EBIIEENH_01114	CDS	669	M_87			Membrane protein
EBIIEENH_01115	gene	186				
EBIIEENH_01115	CDS	186				hypothetical protein
EBIIEENH_01116	gene	366	7a_87			
EBIIEENH_01116	CDS	366	7a_87			Protein 7a
EBIIEENH_01117	gene	132				
EBIIEENH_01117	CDS	132				hypothetical protein
EBIIEENH_01118	gene	366				
EBIIEENH_01118	CDS	366				hypothetical protein
EBIIEENH_01119	gene	1260	N_86			
EBIIEENH_01119	CDS	1260	N_86			Nucleoprotein
EBIIEENH_01120	gene	156				
EBIIEENH_01120	CDS	156				hypothetical protein
EBIIEENH_01121	gene	43				
EBIIEENH_01121	misc_RNA	43				s2m
EBIIEENH_01122	gene	8025	1a_88			
EBIIEENH_01122	CDS	8025	1a_88			Replicase polyprotein 1a
EBIIEENH_01123	gene	82				
EBIIEENH_01123	misc_RNA	82				Corona_FSE
EBIIEENH_01124	gene	7788	rep_90			
EBIIEENH_01124	CDS	7788	rep_90			Replicase polyprotein 1ab
EBIIEENH_01125	gene	3822	S_88			
EBIIEENH_01125	CDS	3822	S_88			Spike glycoprotein
EBIIEENH_01126	gene	828	3a_88			
EBIIEENH_01126	CDS	828	3a_88			Protein 3a
EBIIEENH_01127	gene	669	M_88			
EBIIEENH_01127	CDS	669	M_88			Membrane protein
EBIIEENH_01128	gene	366	7a_88			
EBIIEENH_01128	CDS	366	7a_88			Protein 7a
EBIIEENH_01129	gene	366				
EBIIEENH_01129	CDS	366				hypothetical protein
EBIIEENH_01130	gene	1260	N_87			
EBIIEENH_01130	CDS	1260	N_87			Nucleoprotein
EBIIEENH_01131	gene	156				
EBIIEENH_01131	CDS	156				hypothetical protein
EBIIEENH_01132	gene	43				
EBIIEENH_01132	misc_RNA	43				s2m
EBIIEENH_01133	gene	13218	1a_89			
EBIIEENH_01133	CDS	13218	1a_89			Replicase polyprotein 1a
EBIIEENH_01134	gene	82				
EBIIEENH_01134	misc_RNA	82				Corona_FSE
EBIIEENH_01135	gene	7788	rep_91			
EBIIEENH_01135	CDS	7788	rep_91			Replicase polyprotein 1ab
EBIIEENH_01136	gene	3822	S_89			
EBIIEENH_01136	CDS	3822	S_89			Spike glycoprotein
EBIIEENH_01137	gene	828	3a_89			
EBIIEENH_01137	CDS	828	3a_89			Protein 3a
EBIIEENH_01138	gene	669	M_89			
EBIIEENH_01138	CDS	669	M_89			Membrane protein
EBIIEENH_01139	gene	186				
EBIIEENH_01139	CDS	186				hypothetical protein
EBIIEENH_01140	gene	366	7a_89			
EBIIEENH_01140	CDS	366	7a_89			Protein 7a
EBIIEENH_01141	gene	132				
EBIIEENH_01141	CDS	132				hypothetical protein
EBIIEENH_01142	gene	366				
EBIIEENH_01142	CDS	366				hypothetical protein
EBIIEENH_01143	gene	1260	N_88			
EBIIEENH_01143	CDS	1260	N_88			Nucleoprotein
EBIIEENH_01144	gene	156				
EBIIEENH_01144	CDS	156				hypothetical protein
EBIIEENH_01145	gene	43				
EBIIEENH_01145	misc_RNA	43				s2m
EBIIEENH_01146	gene	13218	1a_90			
EBIIEENH_01146	CDS	13218	1a_90			Replicase polyprotein 1a
EBIIEENH_01147	gene	82				
EBIIEENH_01147	misc_RNA	82				Corona_FSE
EBIIEENH_01148	gene	7788	rep_92			
