locus_tag	ftype	length_bp	gene	EC_number	COG	product
ODOLMAEB_01358	CDS	13446	1a_95			Replicase polyprotein 1a
ODOLMAEB_01359	misc_RNA	85				Corona_FSE
ODOLMAEB_01360	CDS	7914	rep_128			Replicase polyprotein 1ab
ODOLMAEB_01361	CDS	3906	S_111			Spike glycoprotein
ODOLMAEB_01362	CDS	312				hypothetical protein
ODOLMAEB_01363	CDS	360	ORF4a_21			Non-structural protein ORF4a
ODOLMAEB_01364	CDS	660	ORF4b_23			Non-structural protein ORF4b
ODOLMAEB_01365	CDS	672				hypothetical protein
ODOLMAEB_01366	CDS	249	E_67			Envelope small membrane protein
ODOLMAEB_01367	CDS	663	M_118			Membrane protein
ODOLMAEB_01368	CDS	1284	N_112			Nucleoprotein
ODOLMAEB_01369	misc_RNA	60				Corona_pk3
ODOLMAEB_01370	CDS	13503	1a_96			Replicase polyprotein 1a
ODOLMAEB_01371	misc_RNA	85				Corona_FSE
ODOLMAEB_01372	CDS	7905	rep_129			Replicase polyprotein 1ab
ODOLMAEB_01373	CDS	3912	S_112			Spike glycoprotein
ODOLMAEB_01374	CDS	312				hypothetical protein
ODOLMAEB_01375	CDS	360	ORF4a_22			Non-structural protein ORF4a
ODOLMAEB_01376	CDS	660	ORF4b_24			Non-structural protein ORF4b
ODOLMAEB_01377	CDS	672				hypothetical protein
ODOLMAEB_01378	CDS	249	E_68			Envelope small membrane protein
ODOLMAEB_01379	CDS	663	M_119			Membrane protein
ODOLMAEB_01380	CDS	1284	N_113			Nucleoprotein
ODOLMAEB_01381	misc_RNA	60				Corona_pk3
ODOLMAEB_01382	misc_RNA	72				Coronavirus_5p_sl_1_2
ODOLMAEB_01383	CDS	12183	1a_97			Replicase polyprotein 1a
ODOLMAEB_01384	misc_RNA	79				Corona_FSE
ODOLMAEB_01385	CDS	7839	rep_130			Replicase polyprotein 1ab
ODOLMAEB_01386	CDS	3393				hypothetical protein
ODOLMAEB_01387	CDS	690				hypothetical protein
ODOLMAEB_01388	CDS	228				hypothetical protein
ODOLMAEB_01389	CDS	687	M_120			Membrane protein
ODOLMAEB_01390	CDS	1128	N_114			Nucleoprotein
ODOLMAEB_01391	CDS	300				hypothetical protein
ODOLMAEB_01392	misc_RNA	63				Corona_pk3
ODOLMAEB_01393	misc_RNA	72				Coronavirus_5p_sl_1_2
ODOLMAEB_01394	CDS	12183	1a_98			Replicase polyprotein 1a
ODOLMAEB_01395	misc_RNA	89				Corona_FSE
ODOLMAEB_01396	CDS	7839	rep_131			Replicase polyprotein 1ab
ODOLMAEB_01397	CDS	3393				hypothetical protein
ODOLMAEB_01398	CDS	690				hypothetical protein
ODOLMAEB_01399	CDS	228				hypothetical protein
ODOLMAEB_01400	CDS	690	M_121			Membrane protein
ODOLMAEB_01401	CDS	1128	N_115			Nucleoprotein
ODOLMAEB_01402	CDS	300				hypothetical protein
ODOLMAEB_01403	misc_RNA	63				Corona_pk3
ODOLMAEB_01404	misc_RNA	69				Coronavirus_5p_sl_1_2
ODOLMAEB_01405	CDS	11874	1a_99			Replicase polyprotein 1a
ODOLMAEB_01406	misc_RNA	79				Corona_FSE
ODOLMAEB_01407	CDS	7893	rep_132			Replicase polyprotein 1ab
ODOLMAEB_01408	CDS	4122	S_113			Spike glycoprotein
ODOLMAEB_01409	CDS	651				hypothetical protein
ODOLMAEB_01410	CDS	228				hypothetical protein
ODOLMAEB_01411	CDS	684	M_122			Membrane protein
ODOLMAEB_01412	CDS	1305	N_116			Nucleoprotein
ODOLMAEB_01413	CDS	291				hypothetical protein
ODOLMAEB_01414	misc_RNA	63				Corona_pk3
ODOLMAEB_01415	misc_RNA	54				Coronavirus_5p_sl_1_2
ODOLMAEB_01416	CDS	11913	1a_100			Replicase polyprotein 1a
ODOLMAEB_01417	misc_RNA	79				Corona_FSE
ODOLMAEB_01418	CDS	7818	rep_133			Replicase polyprotein 1ab
ODOLMAEB_01419	CDS	4200	S_114			Spike glycoprotein
ODOLMAEB_01420	CDS	654				hypothetical protein
ODOLMAEB_01421	CDS	708	M_123			Membrane protein
ODOLMAEB_01422	CDS	1299	N_117			Nucleoprotein
ODOLMAEB_01423	CDS	327				hypothetical protein
ODOLMAEB_01424	misc_RNA	63				Corona_pk3
ODOLMAEB_01425	CDS	11958	1a_101			Replicase polyprotein 1a
ODOLMAEB_01426	misc_RNA	79				Corona_FSE
ODOLMAEB_01427	CDS	7818	rep_134			Replicase polyprotein 1ab
ODOLMAEB_01428	CDS	4200	S_115			Spike glycoprotein
ODOLMAEB_01429	CDS	654				hypothetical protein
ODOLMAEB_01430	CDS	708	M_124			Membrane protein
ODOLMAEB_01431	CDS	1299	N_118			Nucleoprotein
ODOLMAEB_01432	CDS	327				hypothetical protein
ODOLMAEB_01433	misc_RNA	63				Corona_pk3
ODOLMAEB_01434	CDS	12543	rep_135			Replicase polyprotein 1ab
ODOLMAEB_01435	misc_RNA	85				Corona_FSE
ODOLMAEB_01436	CDS	7719	rep_136			Replicase polyprotein 1ab
ODOLMAEB_01437	CDS	3825	S_116			Spike glycoprotein
ODOLMAEB_01438	CDS	693				hypothetical protein
ODOLMAEB_01439	CDS	666	M_125			Membrane protein
ODOLMAEB_01440	CDS	1392				hypothetical protein
ODOLMAEB_01441	CDS	603				hypothetical protein
ODOLMAEB_01442	CDS	594				hypothetical protein
ODOLMAEB_01443	CDS	441				hypothetical protein
ODOLMAEB_01444	misc_RNA	59				Corona_pk3
ODOLMAEB_01445	CDS	11811	1a_102			Replicase polyprotein 1a
ODOLMAEB_01446	misc_RNA	79				Corona_FSE
ODOLMAEB_01447	CDS	7860	rep_137			Replicase polyprotein 1ab
ODOLMAEB_01448	CDS	4098	S_117			Spike glycoprotein
ODOLMAEB_01449	CDS	606				hypothetical protein
ODOLMAEB_01450	CDS	228				hypothetical protein
ODOLMAEB_01451	CDS	687	M_126			Membrane protein
ODOLMAEB_01452	CDS	1272	N_119			Nucleoprotein
ODOLMAEB_01453	CDS	360				hypothetical protein
ODOLMAEB_01454	misc_RNA	70				Coronavirus_5p_sl_1_2
ODOLMAEB_01455	CDS	12147	1a_103			Replicase polyprotein 1a
ODOLMAEB_01456	misc_RNA	79				Corona_FSE
ODOLMAEB_01457	CDS	7827	rep_138			Replicase polyprotein 1ab
ODOLMAEB_01458	CDS	4056	S_118			Spike glycoprotein
ODOLMAEB_01459	CDS	669				hypothetical protein
ODOLMAEB_01460	CDS	360				hypothetical protein
ODOLMAEB_01461	CDS	444				hypothetical protein
ODOLMAEB_01462	CDS	687	M_127			Membrane protein
ODOLMAEB_01463	CDS	1143	N_120			Nucleoprotein
ODOLMAEB_01464	CDS	279				hypothetical protein
ODOLMAEB_01465	CDS	363				hypothetical protein
ODOLMAEB_01466	misc_RNA	63				Corona_pk3
ODOLMAEB_01467	misc_RNA	70				Coronavirus_5p_sl_1_2
ODOLMAEB_01468	CDS	12147	1a_104			Replicase polyprotein 1a
ODOLMAEB_01469	misc_RNA	79				Corona_FSE
ODOLMAEB_01470	CDS	7827	rep_139			Replicase polyprotein 1ab
ODOLMAEB_01471	CDS	4056	S_119			Spike glycoprotein
ODOLMAEB_01472	CDS	669				hypothetical protein
ODOLMAEB_01473	CDS	360				hypothetical protein
ODOLMAEB_01474	CDS	444				hypothetical protein
ODOLMAEB_01475	CDS	687	M_128			Membrane protein
ODOLMAEB_01476	CDS	1143	N_121			Nucleoprotein
ODOLMAEB_01477	CDS	279				hypothetical protein
ODOLMAEB_01478	CDS	363				hypothetical protein
ODOLMAEB_01479	misc_RNA	63				Corona_pk3
ODOLMAEB_01480	CDS	12237	1a_105			Replicase polyprotein 1a
ODOLMAEB_01481	misc_RNA	79				Corona_FSE
ODOLMAEB_01482	CDS	7830	rep_140			Replicase polyprotein 1ab
ODOLMAEB_01483	CDS	4095	S_120			Spike glycoprotein
ODOLMAEB_01484	CDS	675				hypothetical protein
ODOLMAEB_01485	CDS	687	M_129			Membrane protein
ODOLMAEB_01486	CDS	1260	N_122			Nucleoprotein
ODOLMAEB_01487	CDS	375				hypothetical protein
ODOLMAEB_01488	misc_RNA	63				Corona_pk3
ODOLMAEB_01489	misc_RNA	60				Coronavirus_5p_sl_1_2
ODOLMAEB_01490	CDS	12288	1a_106			Replicase polyprotein 1a
ODOLMAEB_01491	misc_RNA	79				Corona_FSE
ODOLMAEB_01492	CDS	7854	rep_141			Replicase polyprotein 1ab
ODOLMAEB_01493	CDS	4092	S_121			Spike glycoprotein
ODOLMAEB_01494	CDS	684				hypothetical protein
ODOLMAEB_01495	CDS	681	M_130			Membrane protein
ODOLMAEB_01496	CDS	1203	N_123			Nucleoprotein
ODOLMAEB_01497	CDS	12696				hypothetical protein
ODOLMAEB_01498	misc_RNA	79				Corona_FSE
ODOLMAEB_01499	CDS	7830	rep_142			Replicase polyprotein 1ab
ODOLMAEB_01500	CDS	4125	S_122			Spike glycoprotein
ODOLMAEB_01501	CDS	669				hypothetical protein
ODOLMAEB_01502	CDS	225				hypothetical protein
ODOLMAEB_01503	CDS	759	M_131			Membrane protein
ODOLMAEB_01504	CDS	1269	N_124			Nucleoprotein
ODOLMAEB_01505	CDS	477				hypothetical protein
ODOLMAEB_01506	misc_RNA	62				Corona_pk3
ODOLMAEB_01507	CDS	13338	1a_107			Replicase polyprotein 1a
ODOLMAEB_01508	misc_RNA	85				Corona_FSE
ODOLMAEB_01509	CDS	7863	rep_143			Replicase polyprotein 1ab
ODOLMAEB_01510	CDS	4035	S_123			Spike glycoprotein
ODOLMAEB_01511	CDS	276				hypothetical protein
ODOLMAEB_01512	CDS	360	ORF4a_23			Non-structural protein ORF4a
ODOLMAEB_01513	CDS	702	ORF4b_25			Non-structural protein ORF4b
ODOLMAEB_01514	CDS	684				hypothetical protein
ODOLMAEB_01515	CDS	249	E_69			Envelope small membrane protein
ODOLMAEB_01516	CDS	660	M_132			Membrane protein
ODOLMAEB_01517	CDS	1272	N_125			Nucleoprotein
ODOLMAEB_01518	CDS	13443	1a_108			Replicase polyprotein 1a
ODOLMAEB_01519	misc_RNA	85				Corona_FSE
ODOLMAEB_01520	CDS	7908	rep_144			Replicase polyprotein 1ab
ODOLMAEB_01521	CDS	3924	S_124			Spike glycoprotein
ODOLMAEB_01522	CDS	312				hypothetical protein
ODOLMAEB_01523	CDS	360	ORF4a_24			Non-structural protein ORF4a
ODOLMAEB_01524	CDS	660	ORF4b_26			Non-structural protein ORF4b
ODOLMAEB_01525	CDS	672				hypothetical protein
ODOLMAEB_01526	CDS	249	E_70			Envelope small membrane protein
ODOLMAEB_01527	CDS	354	M_133			Membrane protein
ODOLMAEB_01528	CDS	1284	N_126			Nucleoprotein
ODOLMAEB_01529	misc_RNA	60				Corona_pk3
ODOLMAEB_01530	CDS	12387	1a_109			Replicase polyprotein 1a
ODOLMAEB_01531	misc_RNA	79				Corona_FSE
ODOLMAEB_01532	CDS	7839	rep_145			Replicase polyprotein 1ab
ODOLMAEB_01533	CDS	4020	S_125			Spike glycoprotein
ODOLMAEB_01534	CDS	675				hypothetical protein
ODOLMAEB_01535	CDS	684	M_134			Membrane protein
ODOLMAEB_01536	CDS	1101				hypothetical protein
ODOLMAEB_01537	misc_RNA	63				Corona_pk3
ODOLMAEB_01538	CDS	12183	1a_110			Replicase polyprotein 1a
ODOLMAEB_01539	misc_RNA	79				Corona_FSE
ODOLMAEB_01540	CDS	7839	rep_146			Replicase polyprotein 1ab
ODOLMAEB_01541	CDS	3360				hypothetical protein
ODOLMAEB_01542	CDS	690				hypothetical protein
ODOLMAEB_01543	CDS	228				hypothetical protein
ODOLMAEB_01544	CDS	687	M_135			Membrane protein
ODOLMAEB_01545	CDS	1131	N_127			Nucleoprotein
ODOLMAEB_01546	CDS	300				hypothetical protein
ODOLMAEB_01547	misc_RNA	63				Corona_pk3
ODOLMAEB_01548	misc_RNA	71				Coronavirus_5p_sl_1_2
ODOLMAEB_01549	CDS	12357	1a_111			Replicase polyprotein 1a
ODOLMAEB_01550	misc_RNA	79				Corona_FSE
ODOLMAEB_01551	CDS	7833	rep_147			Replicase polyprotein 1ab
ODOLMAEB_01552	CDS	3612	S_126			Spike glycoprotein
ODOLMAEB_01553	CDS	657				hypothetical protein
ODOLMAEB_01554	CDS	225				hypothetical protein
ODOLMAEB_01555	CDS	687	M_136			Membrane protein
ODOLMAEB_01556	CDS	1209	N_128			Nucleoprotein
ODOLMAEB_01557	CDS	243				hypothetical protein
ODOLMAEB_01558	CDS	462				hypothetical protein
ODOLMAEB_01559	misc_RNA	63				Corona_pk3
ODOLMAEB_01560	CDS	12810				hypothetical protein
ODOLMAEB_01561	misc_RNA	79				Corona_FSE
ODOLMAEB_01562	CDS	7827	rep_148			Replicase polyprotein 1ab
ODOLMAEB_01563	CDS	4131	S_127			Spike glycoprotein
ODOLMAEB_01564	CDS	660				hypothetical protein
ODOLMAEB_01565	CDS	225				hypothetical protein
ODOLMAEB_01566	CDS	768	M_137			Membrane protein
ODOLMAEB_01567	CDS	1170	N_129			Nucleoprotein
ODOLMAEB_01568	misc_RNA	62				Coronavirus_5p_sl_1_2
ODOLMAEB_01569	CDS	12162	1a_112			Replicase polyprotein 1a
ODOLMAEB_01570	misc_RNA	79				Corona_FSE
ODOLMAEB_01571	CDS	7833	rep_149			Replicase polyprotein 1ab
ODOLMAEB_01572	CDS	4059	S_128			Spike glycoprotein
ODOLMAEB_01573	CDS	657				hypothetical protein
ODOLMAEB_01574	CDS	225				hypothetical protein
ODOLMAEB_01575	CDS	681	M_138			Membrane protein
ODOLMAEB_01576	CDS	1158	N_130			Nucleoprotein
ODOLMAEB_01577	CDS	252				hypothetical protein
ODOLMAEB_01578	CDS	435				hypothetical protein
ODOLMAEB_01579	misc_RNA	63				Corona_pk3
ODOLMAEB_01580	misc_RNA	70				Coronavirus_5p_sl_1_2
ODOLMAEB_01581	CDS	12387	1a_113			Replicase polyprotein 1a
ODOLMAEB_01582	misc_RNA	79				Corona_FSE
ODOLMAEB_01583	CDS	7830	rep_150			Replicase polyprotein 1ab
ODOLMAEB_01584	CDS	4116	S_129			Spike glycoprotein
ODOLMAEB_01585	CDS	675				hypothetical protein
ODOLMAEB_01586	CDS	231				hypothetical protein
ODOLMAEB_01587	CDS	684	M_139			Membrane protein
ODOLMAEB_01588	CDS	1185	N_131			Nucleoprotein
ODOLMAEB_01589	CDS	390				hypothetical protein
ODOLMAEB_01590	misc_RNA	63				Corona_pk3
ODOLMAEB_01591	CDS	12387	1a_114			Replicase polyprotein 1a
ODOLMAEB_01592	misc_RNA	79				Corona_FSE
ODOLMAEB_01593	CDS	7830	rep_151			Replicase polyprotein 1ab
ODOLMAEB_01594	CDS	4119	S_130			Spike glycoprotein
ODOLMAEB_01595	CDS	675				hypothetical protein
ODOLMAEB_01596	CDS	231				hypothetical protein
ODOLMAEB_01597	CDS	687	M_140			Membrane protein
ODOLMAEB_01598	CDS	1185	N_132			Nucleoprotein
ODOLMAEB_01599	CDS	492				hypothetical protein
ODOLMAEB_01600	misc_RNA	63				Corona_pk3
ODOLMAEB_01601	CDS	12321	1a_115			Replicase polyprotein 1a
ODOLMAEB_01602	misc_RNA	79				Corona_FSE
ODOLMAEB_01603	CDS	7830	rep_152			Replicase polyprotein 1ab
ODOLMAEB_01604	CDS	4116	S_131			Spike glycoprotein
ODOLMAEB_01605	CDS	675				hypothetical protein
ODOLMAEB_01606	CDS	231				hypothetical protein
ODOLMAEB_01607	CDS	684	M_141			Membrane protein
ODOLMAEB_01608	CDS	1185	N_133			Nucleoprotein
ODOLMAEB_01609	CDS	12321	1a_116			Replicase polyprotein 1a
ODOLMAEB_01610	misc_RNA	79				Corona_FSE
ODOLMAEB_01611	CDS	7830	rep_153			Replicase polyprotein 1ab
ODOLMAEB_01612	CDS	4116	S_132			Spike glycoprotein
ODOLMAEB_01613	CDS	675				hypothetical protein
ODOLMAEB_01614	CDS	684	M_142			Membrane protein
ODOLMAEB_01615	CDS	1185	N_134			Nucleoprotein
ODOLMAEB_01616	CDS	495				hypothetical protein
ODOLMAEB_01617	misc_RNA	63				Corona_pk3
ODOLMAEB_01618	CDS	12387	1a_117			Replicase polyprotein 1a
ODOLMAEB_01619	misc_RNA	79				Corona_FSE
ODOLMAEB_01620	CDS	7839	rep_154			Replicase polyprotein 1ab
ODOLMAEB_01621	CDS	4107	S_133			Spike glycoprotein
ODOLMAEB_01622	CDS	675				hypothetical protein
ODOLMAEB_01623	CDS	231				hypothetical protein
ODOLMAEB_01624	CDS	684	M_143			Membrane protein
ODOLMAEB_01625	CDS	1185	N_135			Nucleoprotein
ODOLMAEB_01626	CDS	492				hypothetical protein
ODOLMAEB_01627	misc_RNA	63				Corona_pk3
ODOLMAEB_01628	CDS	12387	1a_118			Replicase polyprotein 1a
ODOLMAEB_01629	misc_RNA	79				Corona_FSE
ODOLMAEB_01630	CDS	7830	rep_155			Replicase polyprotein 1ab
ODOLMAEB_01631	CDS	4119	S_134			Spike glycoprotein
ODOLMAEB_01632	CDS	675				hypothetical protein
ODOLMAEB_01633	CDS	231				hypothetical protein
ODOLMAEB_01634	CDS	684	M_144			Membrane protein
ODOLMAEB_01635	CDS	1185	N_136			Nucleoprotein
ODOLMAEB_01636	CDS	495				hypothetical protein
ODOLMAEB_01637	misc_RNA	63				Corona_pk3
ODOLMAEB_01638	misc_RNA	63				Corona_pk3
ODOLMAEB_01639	CDS	12321	1a_119			Replicase polyprotein 1a
ODOLMAEB_01640	misc_RNA	79				Corona_FSE
ODOLMAEB_01641	CDS	7830	rep_156			Replicase polyprotein 1ab
ODOLMAEB_01642	CDS	4116	S_135			Spike glycoprotein
ODOLMAEB_01643	CDS	675				hypothetical protein
ODOLMAEB_01644	CDS	231				hypothetical protein
ODOLMAEB_01645	CDS	684	M_145			Membrane protein
ODOLMAEB_01646	CDS	1185	N_137			Nucleoprotein
ODOLMAEB_01647	CDS	495				hypothetical protein
ODOLMAEB_01648	misc_RNA	63				Corona_pk3
ODOLMAEB_01649	CDS	12321	1a_120			Replicase polyprotein 1a
ODOLMAEB_01650	misc_RNA	79				Corona_FSE
ODOLMAEB_01651	CDS	7830	rep_157			Replicase polyprotein 1ab
ODOLMAEB_01652	CDS	4119	S_136			Spike glycoprotein
ODOLMAEB_01653	CDS	675				hypothetical protein
ODOLMAEB_01654	CDS	231				hypothetical protein
ODOLMAEB_01655	CDS	684	M_146			Membrane protein
ODOLMAEB_01656	CDS	1185	N_138			Nucleoprotein
ODOLMAEB_01657	CDS	495				hypothetical protein
ODOLMAEB_01658	misc_RNA	63				Corona_pk3
ODOLMAEB_01659	CDS	12387	1a_121			Replicase polyprotein 1a
ODOLMAEB_01660	misc_RNA	79				Corona_FSE
ODOLMAEB_01661	CDS	7800	rep_158			Replicase polyprotein 1ab
ODOLMAEB_01662	CDS	4119	S_137			Spike glycoprotein
ODOLMAEB_01663	CDS	675				hypothetical protein
ODOLMAEB_01664	CDS	231				hypothetical protein
ODOLMAEB_01665	CDS	687	M_147			Membrane protein
ODOLMAEB_01666	CDS	1185	N_139			Nucleoprotein
ODOLMAEB_01667	CDS	12387	1a_122			Replicase polyprotein 1a
ODOLMAEB_01668	misc_RNA	79				Corona_FSE
ODOLMAEB_01669	CDS	7839	rep_159			Replicase polyprotein 1ab
ODOLMAEB_01670	CDS	4107	S_138			Spike glycoprotein
ODOLMAEB_01671	CDS	675				hypothetical protein
ODOLMAEB_01672	CDS	231				hypothetical protein
ODOLMAEB_01673	CDS	537	M_148			Membrane protein
ODOLMAEB_01674	CDS	1179	N_140			Nucleoprotein
ODOLMAEB_01675	CDS	492				hypothetical protein
ODOLMAEB_01676	misc_RNA	63				Corona_pk3
ODOLMAEB_01677	CDS	12387	1a_123			Replicase polyprotein 1a
ODOLMAEB_01678	misc_RNA	79				Corona_FSE
ODOLMAEB_01679	CDS	7839	rep_160			Replicase polyprotein 1ab
ODOLMAEB_01680	CDS	4107	S_139			Spike glycoprotein
ODOLMAEB_01681	CDS	675				hypothetical protein
ODOLMAEB_01682	CDS	231				hypothetical protein
ODOLMAEB_01683	CDS	687	M_149			Membrane protein
ODOLMAEB_01684	CDS	1185	N_141			Nucleoprotein
ODOLMAEB_01685	CDS	492				hypothetical protein
ODOLMAEB_01686	misc_RNA	63				Corona_pk3
ODOLMAEB_01687	CDS	12387	1a_124			Replicase polyprotein 1a
ODOLMAEB_01688	misc_RNA	79				Corona_FSE
ODOLMAEB_01689	CDS	7839	rep_161			Replicase polyprotein 1ab
ODOLMAEB_01690	CDS	4095	S_140			Spike glycoprotein
ODOLMAEB_01691	CDS	675				hypothetical protein
ODOLMAEB_01692	CDS	687	M_150			Membrane protein
ODOLMAEB_01693	CDS	1179	N_142			Nucleoprotein
ODOLMAEB_01694	CDS	492				hypothetical protein
ODOLMAEB_01695	misc_RNA	63				Corona_pk3
ODOLMAEB_01696	CDS	12387	1a_125			Replicase polyprotein 1a
ODOLMAEB_01697	misc_RNA	79				Corona_FSE
ODOLMAEB_01698	CDS	7830	rep_162			Replicase polyprotein 1ab
ODOLMAEB_01699	CDS	4116	S_141			Spike glycoprotein
ODOLMAEB_01700	CDS	675				hypothetical protein
ODOLMAEB_01701	CDS	231				hypothetical protein
ODOLMAEB_01702	CDS	687	M_151			Membrane protein
ODOLMAEB_01703	CDS	1185	N_143			Nucleoprotein
ODOLMAEB_01704	misc_RNA	63				Corona_pk3
ODOLMAEB_01705	CDS	12387	1a_126			Replicase polyprotein 1a
ODOLMAEB_01706	misc_RNA	79				Corona_FSE
ODOLMAEB_01707	CDS	7830	rep_163			Replicase polyprotein 1ab
ODOLMAEB_01708	CDS	4116	S_142			Spike glycoprotein
ODOLMAEB_01709	CDS	675				hypothetical protein
ODOLMAEB_01710	CDS	231				hypothetical protein
ODOLMAEB_01711	CDS	687	M_152			Membrane protein
ODOLMAEB_01712	CDS	1185	N_144			Nucleoprotein
ODOLMAEB_01713	CDS	492				hypothetical protein
ODOLMAEB_01714	misc_RNA	63				Corona_pk3
ODOLMAEB_01715	CDS	12321	1a_127			Replicase polyprotein 1a
ODOLMAEB_01716	misc_RNA	79				Corona_FSE
ODOLMAEB_01717	CDS	7830	rep_164			Replicase polyprotein 1ab
ODOLMAEB_01718	CDS	12387	1a_128			Replicase polyprotein 1a
ODOLMAEB_01719	misc_RNA	79				Corona_FSE
ODOLMAEB_01720	CDS	7830	rep_165			Replicase polyprotein 1ab
ODOLMAEB_01721	CDS	4119	S_143			Spike glycoprotein
ODOLMAEB_01722	CDS	675				hypothetical protein
ODOLMAEB_01723	CDS	231				hypothetical protein
ODOLMAEB_01724	CDS	687	M_153			Membrane protein
ODOLMAEB_01725	CDS	1185	N_145			Nucleoprotein
ODOLMAEB_01726	CDS	495				hypothetical protein
ODOLMAEB_01727	misc_RNA	63				Corona_pk3
ODOLMAEB_01728	CDS	12321	1a_129			Replicase polyprotein 1a
ODOLMAEB_01729	misc_RNA	79				Corona_FSE
ODOLMAEB_01730	CDS	7830	rep_166			Replicase polyprotein 1ab
ODOLMAEB_01731	CDS	4116	S_144			Spike glycoprotein
ODOLMAEB_01732	CDS	675				hypothetical protein
ODOLMAEB_01733	CDS	231				hypothetical protein
ODOLMAEB_01734	CDS	684	M_154			Membrane protein
ODOLMAEB_01735	CDS	1185	N_146			Nucleoprotein
ODOLMAEB_01736	CDS	495				hypothetical protein
ODOLMAEB_01737	misc_RNA	63				Corona_pk3
ODOLMAEB_01738	CDS	12321	1a_130			Replicase polyprotein 1a
ODOLMAEB_01739	misc_RNA	79				Corona_FSE
ODOLMAEB_01740	CDS	7830	rep_167			Replicase polyprotein 1ab
ODOLMAEB_01741	CDS	4116	S_145			Spike glycoprotein
ODOLMAEB_01742	CDS	675				hypothetical protein
ODOLMAEB_01743	CDS	684	M_155			Membrane protein
ODOLMAEB_01744	CDS	1185	N_147			Nucleoprotein
ODOLMAEB_01745	CDS	495				hypothetical protein
ODOLMAEB_01746	misc_RNA	63				Corona_pk3
ODOLMAEB_01747	CDS	12321	1a_131			Replicase polyprotein 1a
ODOLMAEB_01748	misc_RNA	79				Corona_FSE
ODOLMAEB_01749	CDS	7830	rep_168			Replicase polyprotein 1ab
ODOLMAEB_01750	CDS	4119	S_146			Spike glycoprotein
ODOLMAEB_01751	CDS	675				hypothetical protein
ODOLMAEB_01752	CDS	231				hypothetical protein
ODOLMAEB_01753	CDS	684	M_156			Membrane protein
ODOLMAEB_01754	CDS	1185	N_148			Nucleoprotein
ODOLMAEB_01755	CDS	498				hypothetical protein
ODOLMAEB_01756	misc_RNA	63				Corona_pk3
ODOLMAEB_01757	CDS	12321	1a_132			Replicase polyprotein 1a
ODOLMAEB_01758	misc_RNA	79				Corona_FSE
ODOLMAEB_01759	CDS	7830	rep_169			Replicase polyprotein 1ab
ODOLMAEB_01760	CDS	4119	S_147			Spike glycoprotein
ODOLMAEB_01761	CDS	675				hypothetical protein
ODOLMAEB_01762	CDS	231				hypothetical protein
ODOLMAEB_01763	CDS	684	M_157			Membrane protein
ODOLMAEB_01764	CDS	12321	1a_133			Replicase polyprotein 1a
ODOLMAEB_01765	misc_RNA	79				Corona_FSE
ODOLMAEB_01766	CDS	7830	rep_170			Replicase polyprotein 1ab
ODOLMAEB_01767	CDS	12387	1a_134			Replicase polyprotein 1a
ODOLMAEB_01768	misc_RNA	79				Corona_FSE
ODOLMAEB_01769	CDS	7830	rep_171			Replicase polyprotein 1ab
ODOLMAEB_01770	CDS	4119	S_148			Spike glycoprotein
ODOLMAEB_01771	CDS	675				hypothetical protein
ODOLMAEB_01772	CDS	231				hypothetical protein
ODOLMAEB_01773	CDS	687	M_158			Membrane protein
ODOLMAEB_01774	CDS	1185	N_149			Nucleoprotein
ODOLMAEB_01775	CDS	492				hypothetical protein
ODOLMAEB_01776	misc_RNA	63				Corona_pk3
ODOLMAEB_01777	CDS	12387	1a_135			Replicase polyprotein 1a
ODOLMAEB_01778	misc_RNA	79				Corona_FSE
ODOLMAEB_01779	CDS	7839	rep_172			Replicase polyprotein 1ab
ODOLMAEB_01780	CDS	4095	S_149			Spike glycoprotein
ODOLMAEB_01781	CDS	675				hypothetical protein
ODOLMAEB_01782	CDS	231				hypothetical protein
ODOLMAEB_01783	CDS	684	M_159			Membrane protein
ODOLMAEB_01784	CDS	1185	N_150			Nucleoprotein
ODOLMAEB_01785	CDS	492				hypothetical protein
ODOLMAEB_01786	misc_RNA	63				Corona_pk3
ODOLMAEB_01787	CDS	12387	1a_136			Replicase polyprotein 1a
ODOLMAEB_01788	misc_RNA	79				Corona_FSE
ODOLMAEB_01789	CDS	7839	rep_173			Replicase polyprotein 1ab
ODOLMAEB_01790	CDS	4095	S_150			Spike glycoprotein
ODOLMAEB_01791	CDS	675				hypothetical protein
ODOLMAEB_01792	CDS	231				hypothetical protein
ODOLMAEB_01793	CDS	687	M_160			Membrane protein
ODOLMAEB_01794	CDS	1185	N_151			Nucleoprotein
ODOLMAEB_01795	misc_RNA	63				Corona_pk3
ODOLMAEB_01796	CDS	12387	1a_137			Replicase polyprotein 1a
ODOLMAEB_01797	misc_RNA	79				Corona_FSE
ODOLMAEB_01798	CDS	7839	rep_174			Replicase polyprotein 1ab
ODOLMAEB_01799	CDS	4095	S_151			Spike glycoprotein
ODOLMAEB_01800	CDS	675				hypothetical protein
ODOLMAEB_01801	CDS	231				hypothetical protein
ODOLMAEB_01802	CDS	687	M_161			Membrane protein
ODOLMAEB_01803	CDS	1179	N_152			Nucleoprotein
ODOLMAEB_01804	CDS	492				hypothetical protein
ODOLMAEB_01805	misc_RNA	63				Corona_pk3
ODOLMAEB_01806	CDS	12387	1a_138			Replicase polyprotein 1a
ODOLMAEB_01807	misc_RNA	79				Corona_FSE
ODOLMAEB_01808	CDS	7821	rep_175			Replicase polyprotein 1ab
